Reaction #,Substrate #,Substrate SMILES,Hydrogen,Carbon,Source,Yield,HAT,ML BDE,NBO Charge,Mulliken Charge,Lowdin Charge,Hirshfeld Charge,Minimum SOMO,Maximum SOMO,Lowest energy SOMO,Average SOMO,Radical Hirshfeld Charge,Minimum electrophilicity,Maximum electrophilicity,Lowest energy electrophilicity,Average electrophilicity,% Vbur H,% Vbur radical,Shellbur H,Shellbur radical,All SOMOS,SOMO energies,All electrophilicities,Olefin #,Olefin carbon,Olefin SMILES,Olefin LUMO,Olefin HOMO,SOMO/LUMO difference,SOMO/HOMO difference,% Vbur olefin,Amide,Carbamate,Aldehyde,Phenyl ring,Ether,Halogen,Pyridine,Alkyl chain,Alkyl ring,Ester,Ketone,nitrile
37,24,O=C1OC(C)CC1,"H14, H15",C7,1,0,FALSE,93.44478,0.2426,0.135101,0.181107,0.047518,-6.7185,-6.7153,-6.7153,-6.716699903,0.033075,1.784222243,1.786096956,1.784222243,1.784989325,29.32395704,70.06154385,16.11979869,40.35387323,"[-6.7153, -6.7169, -6.7162, -6.7185]","[-345.039185639809, -345.039149027999, -345.03915141603096, -345.03912578428503]","[1.7842222434536734, 1.7849628266785589, 1.7847331857068311, 1.7860969558853774]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.884199903,0.859400097,61.13649183,0,0,0,0,0,0,0,0,1,1,0,0
38,24,O=C1OC(C)CC1,H8,C4,1,66,TRUE,94.39671,0.19181,0.100601,0.182748,0.036643,-5.1743,-5.1708,-5.174,-5.172722104,-0.072928,0.9245437223,0.9261391886,0.9259934282,0.9254477078,33.18675875,79.12426629,15.67816071,54.58901848,"[-5.1708, -5.1743, -5.1718, -5.174]","[-345.039735430723, -345.039728354309, -345.039735344103, -345.039735515285]","[0.9245437222926915, 0.9261391885674898, 0.925119576258901, 0.9259934282446778]",10,C1,C=CC(CC)=O,-1.8684,-6.9924,3.304322104,1.819677896,60.77875345,0,0,0,0,0,0,0,0,1,1,0,0
38,24,O=C1OC(C)CC1,H9-H11,C5,1,0,FALSE,101.42066,0.21278,0.120519,0.152804,0.032686,-6.7161,-6.3059,-6.4603,-6.456872979,-0.037089,1.305859137,1.498463657,1.380763809,1.378705965,25.48845694,61.43026109,13.096712,26.31842245,"[-6.7161, -6.4603, -6.3059, -6.4701]","[-345.024034649822, -345.02547032589, -345.02478395386197, -345.025445622791]","[1.498463656901165, 1.380763808530211, 1.3058591366843415, 1.3858677543705928]",10,C1,C=CC(CC)=O,-1.8684,-6.9924,4.588472979,0.535527021,60.77875345,0,0,0,0,0,0,0,0,1,1,0,0
38,24,O=C1OC(C)CC1,"H12, H13",C6,1,0,FALSE,97.30263,0.21711,0.114756,0.170805,0.034212,-6.0308,-6.0303,-6.0303,-6.030524443,-0.04247,1.221978678,1.222406849,1.221978678,1.222266741,32.80833156,71.31145131,17.77972664,43.77554381,"[-6.0303, -6.0307, -6.0308, -6.0303]","[-345.033196587898, -345.03318495017896, -345.033189766829, -345.033188540323]","[1.221978678110972, 1.2223618707574913, 1.2223223196249333, 1.222406848658879]",10,C1,C=CC(CC)=O,-1.8684,-6.9924,4.162124443,0.9618755573,60.77875345,0,0,0,0,0,0,0,0,1,1,0,0
38,24,O=C1OC(C)CC1,"H14, H15",C7,1,0,FALSE,93.44478,0.2426,0.135101,0.181107,0.047518,-6.7185,-6.7153,-6.7153,-6.716699903,0.033075,1.784222243,1.786096956,1.784222243,1.784989325,29.32395704,70.06154385,16.11979869,40.35387323,"[-6.7153, -6.7169, -6.7162, -6.7185]","[-345.039185639809, -345.039149027999, -345.03915141603096, -345.03912578428503]","[1.7842222434536734, 1.7849628266785589, 1.7847331857068311, 1.7860969558853774]",10,C1,C=CC(CC)=O,-1.8684,-6.9924,4.848299903,0.275700097,60.77875345,0,0,0,0,0,0,0,0,1,1,0,0
39,25,CC(O1)(CCC(C)C)CCC1=O,H20,C6,1,78,TRUE,94.99053,0.18961,0.074315,0.186075,0.021668,-5.0437,-4.906,-4.906,-4.958321053,-0.078475,0.8440292238,0.9048333052,0.8440292238,0.867657217,39.63560271,81.817626,19.25750594,59.4161473,"[-4.9965, -5.0437, -4.9228, -4.906]","[-541.4315039243289, -541.4309681667951, -541.431390796055, -541.431552395857]","[0.88363916982801, 0.9048333051991301, 0.8539183787094984, 0.8440292238214143]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.552621053,3.600478947,70.57416034,0,0,0,0,0,0,0,1,1,1,0,0
39,25,CC(O1)(CCC(C)C)CCC1=O,H13-H15,C1,1,0,FALSE,101.19341,0.21169,0.125167,0.159622,0.030699,-6.5436,-6.2758,-6.2823,-6.346615794,0.096833,1.30854856,1.439538339,1.311907404,1.343954924,29.88135499,66.18504937,17.83395911,37.29218454,"[-6.4709, -6.5436, -6.2758, -6.2823]","[-541.4178981569349, -541.4183398424651, -541.4189610907899, -541.419061350011]","[1.4103575676702835, 1.4395383391405245, 1.308548560491735, 1.311907404406498]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.940915794,2.212184206,70.57416034,0,0,0,0,0,0,0,1,1,1,0,0
39,25,CC(O1)(CCC(C)C)CCC1=O,"H16, H17",C4,1,0,FALSE,97.29949,0.21243,0.107974,0.190985,0.02779,-5.9354,-5.6032,-5.7628,-5.788763525,-0.041821,1.063201585,1.234579225,1.149370883,1.160872519,43.9101774,79.06484779,30.7877939,59.99305026,"[-5.9354, -5.6032, -5.7628, -5.9283]","[-541.424608494868, -541.4251680040051, -541.426401338344, -541.4255095660719]","[1.2229213149734461, 1.0632015848230518, 1.1493708833071632, 1.234579224737168]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.383063525,2.770036475,70.57416034,0,0,0,0,0,0,0,1,1,1,0,0
39,25,CC(O1)(CCC(C)C)CCC1=O,"H18, H19",C5,1,0,FALSE,96.781105,0.21045,0.126714,0.188053,0.023068,-5.5109,-5.289,-5.4045,-5.390659687,-0.008702,0.9544614898,1.032743901,1.010152416,1.001584154,50.73655561,79.9953013,35.68726862,61.10915967,"[-5.4045, -5.5109, -5.289, -5.3136]","[-541.4280043801509, -541.42651857005, -541.4266964491889, -541.4263472641139]","[1.010152416099315, 1.032743901057204, 0.9544614898356776, 0.9828774416795468]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.984959687,3.168140313,70.57416034,0,0,0,0,0,0,0,1,1,1,0,0
39,25,CC(O1)(CCC(C)C)CCC1=O,H21-H26,"C7, C8",1,0,FALSE,100.43261,0.19765,0.107931,0.151309,0.020885,-5.8286,-5.7506,-5.7704,-5.775598681,-0.068358,1.104074075,1.133496242,1.110532361,1.111591776,29.42112685,63.90081894,16.30319634,32.06074432,"[-5.7506, -5.8286, -5.7704, -5.7666]","[-541.420116141368, -541.420066963722, -541.420712153992, -541.4206319592989]","[1.1057726908864085, 1.1334962422224533, 1.1105323611218334, 1.1040740748015017]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.369898681,2.783201319,70.57416034,0,0,0,0,0,0,0,1,1,1,0,0
39,25,CC(O1)(CCC(C)C)CCC1=O,"H27, H28",C9,1,0,FALSE,96.781105,0.21351,0.119363,0.178663,0.0299,-5.9286,-5.901,-5.9058,-5.907073742,-0.043444,1.165901459,1.190249372,1.165901459,1.169653716,37.04317624,75.1656715,24.18365755,52.23511914,"[-5.9058, -5.9286, -5.901, -5.9012]","[-541.427649538045, -541.426079285043, -541.426283808878, -541.426279853521]","[1.1659014593653583, 1.190249371922743, 1.1692477128095926, 1.1694139725044133]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.501373742,2.651726258,70.57416034,0,0,0,0,0,0,0,1,1,1,0,0
39,25,CC(O1)(CCC(C)C)CCC1=O,"H29, H30",C10,1,0,FALSE,93.42277,0.24076,0.128559,0.182115,0.045687,-6.6575,-6.6447,-6.6475,-6.651180805,0.185167,1.786958232,1.800423618,1.800423618,1.795007493,30.62430233,71.21198432,19.73649718,44.28003402,"[-6.6475, -6.6447, -6.657, -6.6575]","[-541.43341453671, -541.432507864367, -541.4328152855819, -541.432734999776]","[1.8004236176527555, 1.7869582323431275, 1.7925146872470128, 1.7929259823532195]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,3.245480805,1.907619195,70.57416034,0,0,0,0,0,0,0,1,1,1,0,0
40,26,CC(O1)(C)CCCC1=O,"H18, H19",C6,1,52,TRUE,95.75617,0.2129,0.119191,0.165566,0.031397,-5.67,-5.67,-5.67,-5.67,-0.042808,1.025669887,1.025669887,1.025669887,1.025669887,29.69999093,72.85100339,15.5842612,46.47598529,[-5.67],[-423.59098927341],[1.0256698868401972],3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.7068,1.9551,71.91406126,0,0,0,0,0,0,0,0,1,1,0,0
40,26,CC(O1)(C)CCCC1=O,H10-H15,C1,1,0,FALSE,99.740166,0.22158,0.1321,0.163402,0.033759,-6.5169,-6.5169,-6.5169,-6.5169,0.098434,1.390890135,1.390890135,1.390890135,1.390890135,29.10638981,64.26155635,17.06982803,32.3969098,[-6.5169],[-423.57991102357],[1.3908901354173204],3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.5537,1.1082,71.91406126,0,0,0,0,0,0,0,0,1,1,0,0
40,26,CC(O1)(C)CCCC1=O,"H16, H17",C5,1,0,FALSE,97.625916,0.20626,0.111184,0.186154,0.026807,-5.7717,-5.7717,-5.7717,-5.7717,-0.037141,1.112431886,1.112431886,1.112431886,1.112431886,40.46190725,75.30789229,26.14582435,52.30270633,[-5.7717],[-423.58868638653007],[1.11243188586562],3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.8085,1.8534,71.91406126,0,0,0,0,0,0,0,0,1,1,0,0
40,26,CC(O1)(C)CCCC1=O,"H20, H21",C7,1,0,FALSE,90.26265,0.23277,0.125718,0.194431,0.042471,-6.5552,-6.5552,-6.5552,-6.5552,0.181792,1.730328336,1.730328336,1.730328336,1.730328336,34.08477072,73.23777873,20.3423991,47.05000971,[-6.5552],[-423.599200932234],[1.7303283356324266],3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.592,1.0699,71.91406126,0,0,0,0,0,0,0,0,1,1,0,0
41,26,CC(O1)(C)CCCC1=O,"H18, H19",C6,1,61,TRUE,95.75617,0.2129,0.119191,0.165566,0.031397,-5.67,-5.67,-5.67,-5.67,-0.042808,1.025669887,1.025669887,1.025669887,1.025669887,29.69999093,72.85100339,15.5842612,46.47598529,[-5.67],[-423.59098927341],[1.0256698868401972],9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.8375,1.9061,61.13649183,0,0,0,0,0,0,0,0,1,1,0,0
41,26,CC(O1)(C)CCCC1=O,H10-H15,C1,1,0,FALSE,99.740166,0.22158,0.1321,0.163402,0.033759,-6.5169,-6.5169,-6.5169,-6.5169,0.098434,1.390890135,1.390890135,1.390890135,1.390890135,29.10638981,64.26155635,17.06982803,32.3969098,[-6.5169],[-423.57991102357],[1.3908901354173204],9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.6844,1.0592,61.13649183,0,0,0,0,0,0,0,0,1,1,0,0
41,26,CC(O1)(C)CCCC1=O,"H16, H17",C5,1,0,FALSE,97.625916,0.20626,0.111184,0.186154,0.026807,-5.7717,-5.7717,-5.7717,-5.7717,-0.037141,1.112431886,1.112431886,1.112431886,1.112431886,40.46190725,75.30789229,26.14582435,52.30270633,[-5.7717],[-423.58868638653007],[1.11243188586562],9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.9392,1.8044,61.13649183,0,0,0,0,0,0,0,0,1,1,0,0
41,26,CC(O1)(C)CCCC1=O,"H20, H21",C7,1,0,FALSE,90.26265,0.23277,0.125718,0.194431,0.042471,-6.5552,-6.5552,-6.5552,-6.5552,0.181792,1.730328336,1.730328336,1.730328336,1.730328336,34.08477072,73.23777873,20.3423991,47.05000971,[-6.5552],[-423.599200932234],[1.7303283356324266],9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.7227,1.0209,61.13649183,0,0,0,0,0,0,0,0,1,1,0,0
42,26,CC(O1)(C)CCCC1=O,"H18, H19",C6,1,64,TRUE,95.75617,0.2129,0.119191,0.165566,0.031397,-5.67,-5.67,-5.67,-5.67,-0.042808,1.025669887,1.025669887,1.025669887,1.025669887,29.69999093,72.85100339,15.5842612,46.47598529,[-5.67],[-423.59098927341],[1.0256698868401972],11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.2643,2.8888,70.57416034,0,0,0,0,0,0,0,0,1,1,0,0
42,26,CC(O1)(C)CCCC1=O,H10-H15,C1,1,0,FALSE,99.740166,0.22158,0.1321,0.163402,0.033759,-6.5169,-6.5169,-6.5169,-6.5169,0.098434,1.390890135,1.390890135,1.390890135,1.390890135,29.10638981,64.26155635,17.06982803,32.3969098,[-6.5169],[-423.57991102357],[1.3908901354173204],11,C3,N#C/C=C/C#N,-3.4057,-8.5588,3.1112,2.0419,70.57416034,0,0,0,0,0,0,0,0,1,1,0,0
42,26,CC(O1)(C)CCCC1=O,"H16, H17",C5,1,0,FALSE,97.625916,0.20626,0.111184,0.186154,0.026807,-5.7717,-5.7717,-5.7717,-5.7717,-0.037141,1.112431886,1.112431886,1.112431886,1.112431886,40.46190725,75.30789229,26.14582435,52.30270633,[-5.7717],[-423.58868638653007],[1.11243188586562],11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.366,2.7871,70.57416034,0,0,0,0,0,0,0,0,1,1,0,0
42,26,CC(O1)(C)CCCC1=O,"H20, H21",C7,1,0,FALSE,90.26265,0.23277,0.125718,0.194431,0.042471,-6.5552,-6.5552,-6.5552,-6.5552,0.181792,1.730328336,1.730328336,1.730328336,1.730328336,34.08477072,73.23777873,20.3423991,47.05000971,[-6.5552],[-423.599200932234],[1.7303283356324266],11,C3,N#C/C=C/C#N,-3.4057,-8.5588,3.1495,2.0036,70.57416034,0,0,0,0,0,0,0,0,1,1,0,0
43,27,O=C1CC(C)(C)CCC1,"H20, H21",C8,1,50,TRUE,96.386375,0.20968,0.114135,0.164283,0.02802,-5.4726,-5.4065,-5.4065,-5.40813945,-0.04989,1.003175169,1.051827342,1.050902307,1.051420137,30.07202334,73.64536765,16.28839151,47.93051939,"[-5.4084, -5.4726, -5.4065, -5.4094]","[-387.632811779702, -387.627397706674, -387.632846509514, -387.632790051791]","[1.0518273415149633, 1.0031751693077338, 1.0509023069282457, 1.0517128371428577]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.00243945,3.15066055,70.57416034,0,0,0,0,0,0,0,0,1,0,1,0
43,27,O=C1CC(C)(C)CCC1,"H10, H11",C3,1,0,FALSE,90.7963,0.22284,0.117499,0.195267,0.032838,-6.3935,-6.3934,-6.3935,-6.393475253,0.024248,1.763480066,1.764233652,1.763480066,1.763898265,41.62622994,76.92665309,28.88745502,54.84335062,"[-6.3935, -6.3934, -6.3935, -6.3935]","[-387.642167789808, -387.64215983688104, -387.642164411731, -387.642185588864]","[1.764042424517247, 1.7638456306652097, 1.7642336520925885, 1.7634800659672787]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.987775253,2.165324747,70.57416034,0,0,0,0,0,0,0,0,1,0,1,0
43,27,O=C1CC(C)(C)CCC1,H12-H17,C5,1,0,FALSE,100.63673,0.20953,0.133463,0.1623,0.024885,-5.9542,-5.8972,-5.9012,-5.899250155,-0.069322,1.146062195,1.179815584,1.175838101,1.177793964,39.91063875,67.42988203,29.16644188,39.26839722,"[-5.8972, -5.9226, -5.9542, -5.9012]","[-387.62613613279603, -387.619508641055, -387.619731053993, -387.626144432444]","[1.1798155843942788, 1.1460621947699556, 1.1600349930572866, 1.1758381008673544]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.493550155,2.659549845,70.57416034,0,0,0,0,0,0,0,0,1,0,1,0
43,27,O=C1CC(C)(C)CCC1,"H18, H19",C7,1,0,FALSE,97.90108,0.21044,0.112226,0.177672,0.024648,-5.5645,-5.3891,-5.5635,-5.50659295,-0.038348,0.98537692,1.072108206,1.072108206,1.043646794,38.37427351,76.20189484,24.50605742,53.97877588,"[-5.5635, -5.3891, -5.3892, -5.5645]","[-387.63070987570194, -387.63002753658105, -387.630033779779, -387.63070316853697]","[1.0721082061825078, 0.9862374113363885, 0.9853769199723609, 1.0717286977916993]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.10089295,3.05220705,70.57416034,0,0,0,0,0,0,0,0,1,0,1,0
43,27,O=C1CC(C)(C)CCC1,"H22, H23",C9,1,0,FALSE,89.3007,0.21839,0.110831,0.188007,0.034273,-6.4316,-6.4043,-6.4044,-6.404372979,0.034055,1.744717734,1.752933381,1.74486067,1.744833664,35.44616331,73.3497752,21.87090039,47.37703146,"[-6.4043, -6.4316, -6.4044, -6.4044]","[-387.643759288648, -387.63691247684704, -387.643759943646, -387.643745606433]","[1.7447177337109274, 1.7529333813845045, 1.7448606695414843, 1.7449180413840593]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.998672979,2.154427021,70.57416034,0,0,0,0,0,0,0,0,1,0,1,0
44,28,O=C1CC(C)CC(C)C1,"H12, H18",C4,1,46,TRUE,93.81469,0.20135,0.080815,0.182884,0.024817,-5.1443,-4.9576,-5.0794,-5.028167593,-0.074238,0.8581836253,0.9518083469,0.9518083469,0.917580975,36.43484021,83.91071981,17.69998412,64.95839169,"[-5.0302, -4.9576, -5.1443, -4.9612, -5.0639, -5.0794, -5.0613]","[-387.636941782453, -387.63751556798, -387.632569319913, -387.637502396864, -387.637616770522, -387.637639221099, -387.63761233156197]","[0.9305550819032494, 0.8597124129795107, 0.9247033281497347, 0.8581836252908545, 0.9495413489801794, 0.9518083469225366, 0.9489430095757746]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.195667593,2.547932407,61.13649183,0,0,0,0,0,0,0,0,1,0,1,0
44,28,O=C1CC(C)CC(C)C1,"H10, H11, H22, H23",C3,1,0,FALSE,90.7114,0.22851,0.131242,0.187421,0.033307,-6.4069,-6.3663,-6.4066,-6.394557495,-0.003995,1.771061275,1.779762903,1.771224646,1.773596654,35.42313402,74.50281729,21.57196152,49.62706646,"[-6.4069, -6.4066, -6.4062, -6.4069, -6.3663, -6.3679, -6.3671]","[-387.64258346671, -387.642585999024, -387.642584997307, -387.642580065483, -387.64208145739, -387.64208609820406, -387.642075373475]","[1.7714748890417493, 1.7712246462060541, 1.7710612748839951, 1.7714213031159824, 1.778064977936332, 1.7797629030570055, 1.7786327447968346]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.562057495,1.181542505,61.13649183,0,0,0,0,0,0,0,0,1,0,1,0
44,28,O=C1CC(C)CC(C)C1,"H13-H15, H19-H21",C5,1,0,FALSE,100.52799,0.20418,0.132231,0.15943,0.024617,-5.8892,-5.7971,-5.872,-5.875661758,-0.038197,1.089979112,1.152788462,1.152788462,1.149446965,37.66783337,64.71897173,25.84562547,33.61115253,"[-5.872, -5.886, -5.8842, -5.8856, -5.7971, -5.888, -5.8892]","[-387.626457827935, -387.62121905022303, -387.620299421705, -387.62122027341405, -387.61738476480804, -387.61965437596206, -387.62519829497603]","[1.1527884624394256, 1.1338342764312042, 1.1281221758074507, 1.134193776023335, 1.08997911229152, 1.134728633182969, 1.1373943179282122]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.043161758,1.700438242,61.13649183,0,0,0,0,0,0,0,0,1,0,1,0
44,28,O=C1CC(C)CC(C)C1,"H16, H17",C6,1,0,FALSE,98.25234,0.20948,0.112481,0.176336,0.024298,-5.5617,-5.3918,-5.4112,-5.426855135,-0.009349,1.009526804,1.095207505,1.032246041,1.038420378,38.43178751,75.82587196,24.58620796,53.60744099,"[-5.5617, -5.4104, -5.4112, -5.412, -5.3918, -5.3923, -5.3923]","[-387.63004683811903, -387.630983053438, -387.63098468307203, -387.63094970390796, -387.627802562241, -387.62777362824403, -387.627801561478]","[1.0952075049608117, 1.0320785376075983, 1.0322460413529189, 1.0326184323270235, 1.0095268035288456, 1.0098287125139103, 1.0096343437786206]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.594355135,2.149244865,61.13649183,0,0,0,0,0,0,0,0,1,0,1,0
2,29,O=C1CC(CCC(C)C)CC(C)(C)C1,H22,C7,1,59,TRUE,94.850945,0.18527,0.067389,0.183335,0.018165,-4.9088,-4.7785,-4.9088,-4.852744796,-0.07729,0.7667601654,0.8450589505,0.8404094136,0.8091396277,39.25844681,83.89460356,18.09102131,64.36679162,"[-4.8636, -4.8929, -4.7785, -4.9029, -4.8667, -4.9088, -4.814, -4.8279, -4.8986, -4.8991]","[-584.0267895099009, -584.026762304478, -584.02728509638, -584.0257532383271, -584.0278219970869, -584.027867343058, -584.027753583015, -584.027756189147, -584.0252824967339, -584.025254453574]","[0.8320718238451789, 0.8440347333144386, 0.7754287101581668, 0.8393220307653027, 0.828782188760905, 0.8404094135605684, 0.766760165411745, 0.7868473637052887, 0.8450589504801137, 0.8393679805059693]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.889544796,2.772355204,71.91406126,0,0,0,0,0,0,0,1,1,0,1,0
45,29,O=C1CC(CCC(C)C)CC(C)(C)C1,"H15, H16",C3,1,0,FALSE,90.56275,0.21782,0.112594,0.198011,0.032677,-6.3587,-6.3196,-6.3528,-6.348030342,-0.007246,1.768846415,1.80650028,1.780165984,1.788446104,42.84610519,75.75393933,32.05061804,52.73817106,"[-6.3587, -6.3528, -6.3586, -6.3481, -6.3545, -6.3196, -6.3519, -6.3459, -6.3425, -6.3339]","[-584.032869340064, -584.032937515887, -584.0328026565279, -584.0327978504471, -584.032144120671, -584.032363478754, -584.0315987765371, -584.031566888902, -584.032464090857, -584.032437525399]","[1.8065002796493979, 1.78016598377714, 1.8050273516626596, 1.7766337942056811, 1.8043186160557452, 1.768846415338008, 1.8015724756141438, 1.7792257303033792, 1.7850472727379603, 1.7751266559735215]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.384830342,1.277069658,71.91406126,0,0,0,0,0,0,0,1,1,0,1,0
45,29,O=C1CC(CCC(C)C)CC(C)(C)C1,H17,C4,1,0,FALSE,94.42741,0.19784,0.101084,0.200677,0.022096,-5.1128,-4.8525,-4.9582,-4.952444642,-0.042685,0.8947502032,0.9865508622,0.9142912978,0.9334779944,51.51666325,86.35132217,34.59033831,70.35058806,"[-4.8722, -4.8835, -4.8832, -4.8741, -5.0048, -5.1128, -4.8557, -4.8525, -4.9582, -4.8945]","[-584.0271134948681, -584.0273775977171, -584.027263680911, -584.027423618404, -584.0278271428779, -584.027810410425, -584.026205130202, -584.026041745654, -584.0285046627681, -584.026799286464]","[0.9155003276145175, 0.9208406759918585, 0.9210234939599886, 0.9140135791201238, 0.9747514862479812, 0.9865508622415973, 0.8947502031508198, 0.8998774806119942, 0.914291297849721, 0.9149857189278462]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.989244642,2.672655358,71.91406126,0,0,0,0,0,0,0,1,1,0,1,0
45,29,O=C1CC(CCC(C)C)CC(C)(C)C1,"H18, H19",C5,1,0,FALSE,96.498566,0.19867,0.099338,0.177946,0.020801,-5.3363,-5.2402,-5.3245,-5.289397099,-0.042,0.9488020226,0.9926769129,0.9524984571,0.9589117439,41.37429437,76.9608649,27.76059565,54.99767794,"[-5.317, -5.2402, -5.3245, -5.2747, -5.3363, -5.3313, -5.2712, -5.2405, -5.2945, -5.2895]","[-584.0207340233, -584.023004363561, -584.023076891543, -584.0217872691151, -584.0223531279389, -584.0209803351102, -584.021512826848, -584.0216792468, -584.01966611677, -584.0215291832891]","[0.9726183756108117, 0.9488020226287168, 0.9524984570518508, 0.9636949663134835, 0.9655372001928098, 0.9926769128578083, 0.9792944707578389, 0.9688784230965459, 0.9772403178432179, 0.9589791338347753]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.326197099,2.335702901,71.91406126,0,0,0,0,0,0,0,1,1,0,1,0
45,29,O=C1CC(CCC(C)C)CC(C)(C)C1,"H20, H21",C6,1,0,FALSE,96.40716,0.19804,0.099467,0.17589,0.020417,-5.3439,-5.1967,-5.2258,-5.246059772,-0.007156,0.9016017141,1.04341366,0.9574468584,0.9656323658,41.02245505,76.88744062,26.65761617,54.69352139,"[-5.2432, -5.2929, -5.2005, -5.2258, -5.2484, -5.3439, -5.1967, -5.2342, -5.3079, -5.2881]","[-584.020722386148, -584.020966231321, -584.0213697630089, -584.0226416348139, -584.0224574455669, 10, -584.020983898082, -584.021314143381, -584.0216652895521, -584.0214625346711]","[0.9460461264826638, 0.9791692977621039, 0.9156930195067668, 0.9574468584393381, 0.9596151869279999, 1.0233532653138908, 0.9016017141318479, 0.9237038905349546, 1.037126145110105, 1.043413660199896]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.282859772,2.379040228,71.91406126,0,0,0,0,0,0,0,1,1,0,1,0
45,29,O=C1CC(CCC(C)C)CC(C)(C)C1,H23-H28,C9,1,0,FALSE,100.4272,0.1987,0.11329,0.154194,0.021104,-5.7152,-5.6547,-5.7009,-5.688117801,-0.041511,1.046804476,1.082362977,1.069603643,1.065071611,31.3495418,64.45448304,19.19875781,28.23602735,"[-5.6883, -5.6918, -5.6547, -5.7009, -5.7135, -5.6845, -5.6692, -5.6836, -5.7152, -5.6999]","[-584.016148378466, -584.016055023089, -584.015925768836, -584.016170889068, -584.015611491785, -584.015239573477, -584.015449491254, -584.0154639546331, -584.014751807904, -584.0143953526051]","[1.061314969817114, 1.0750811459910796, 1.0468044755131354, 1.0696036425182762, 1.0823629766133571, 1.0622143899575065, 1.0574040199722987, 1.0540225477555925, 1.0772213193991478, 1.0779970483323165]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.724917801,1.936982199,71.91406126,0,0,0,0,0,0,0,1,1,0,1,0
45,29,O=C1CC(CCC(C)C)CC(C)(C)C1,"H29, H30",C10,1,0,FALSE,98.201,0.21018,0.111877,0.183264,0.023118,-5.5356,-5.5011,-5.5174,-5.519543122,0.023928,1.069029215,1.120261246,1.11392679,1.100362348,43.20515483,79.48019504,30.46998839,61.82852691,"[-5.5285, -5.5174, -5.527, -5.5143, -5.5194, -5.5293, -5.5356, -5.5011, -5.506, -5.5168]","[-584.020415010451, -584.020848386908, -584.020389779409, -584.020729769905, -584.019659749761, -584.020056401102, -584.019091371461, -584.0196402743841, -584.0197553058159, -584.019647555946]","[1.0936823189500793, 1.1139267903315717, 1.0918586448179983, 1.1073925194677314, 1.0885498949314092, 1.1202612457112662, 1.0936503319780528, 1.1047437030393934, 1.0690292153771839, 1.0793594961291293]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.556343122,2.105556878,71.91406126,0,0,0,0,0,0,0,1,1,0,1,0
